MOF_name,thermal_decomposition_temp_C,solvent_removal_stability,dataset
qmof-74f41a5,,FAILED,QMOF reference
qmof-a028058,270.8,0.94,QMOF reference
qmof-7331c8e,319.7,0.2,QMOF reference
qmof-6288836,364.0,0.15,QMOF reference
qmof-379b14c,394.0,0.34,QMOF reference
qmof-6d53500,272.4,0.38,QMOF reference
qmof-52b8268,331.3,0.75,QMOF reference
qmof-1592e39,356.0,0.66,QMOF reference
qmof-5be9d77,362.8,0.23,QMOF reference
qmof-4abf394,256.5,0.9,QMOF reference
qmof-0e5e7e0,312.3,0.53,QMOF reference
qmof-00da3cc,291.3,0.79,QMOF reference
qmof-11481bd,278.1,0.99,QMOF reference
qmof-a962785,417.8,0.88,QMOF reference
qmof-6b03e0d,316.4,0.37,QMOF reference
qmof-86bca57,258.3,0.96,QMOF reference
qmof-2250196,198.8,0.8,QMOF reference
qmof-f70fff5,,FAILED,QMOF reference
qmof-0f4d4bb,299.7,0.59,QMOF reference
qmof-ae67161,313.3,0.92,QMOF reference
qmof-bdec829,356.0,0.66,QMOF reference
qmof-2b29f90,324.5,0.72,QMOF reference
qmof-e7748f7,304.6,0.51,QMOF reference
qmof-673fc7f,302.4,0.81,QMOF reference
qmof-df601dd,321.3,0.96,QMOF reference
qmof-cfc442e,341.3,0.34,QMOF reference
qmof-6f191b9,367.2,0.29,QMOF reference
qmof-d9daa8e,431.9,0.04,QMOF reference
qmof-de60048,272.0,0.88,QMOF reference
qmof-e20ebfa,353.1,0.94,QMOF reference
qmof-c605c0a,249.2,0.87,QMOF reference
qmof-fe40eaa,321.2,0.94,QMOF reference
qmof-97fb071,358.8,0.88,QMOF reference
qmof-c9d5e47,,FAILED,QMOF reference
qmof-c7fd3ee,451.4,0.04,QMOF reference
qmof-e24fcbb,,FAILED,QMOF reference
qmof-8d2aecd,357.2,0.91,QMOF reference
qmof-74b2b06,309.3,0.36,QMOF reference
qmof-94c7318,349.1,0.91,QMOF reference
qmof-23669af,375.4,0.39,QMOF reference
qmof-34cda6e,370.6,0.55,QMOF reference
qmof-734d26b,387.2,0.88,QMOF reference
qmof-a487143,,FAILED,QMOF reference
qmof-baf7972,312.4,0.92,QMOF reference
qmof-8b9a8e7,372.1,0.84,QMOF reference
qmof-fbc8a6c,339.4,0.61,QMOF reference
qmof-877d368,347.2,0.33,QMOF reference
qmof-e8fab14,333.4,0.17,QMOF reference
qmof-c086345,328.1,0.93,QMOF reference
qmof-e11d70a,,FAILED,QMOF reference
qmof-d014068,336.9,0.28,QMOF reference
qmof-fdf1f3a,,FAILED,QMOF reference
qmof-de6e290,391.2,0.3,QMOF reference
qmof-b5ddfc5,319.9,0.32,QMOF reference
qmof-d7f84cc,312.7,0.9,QMOF reference
qmof-7b7886a,418.3,0.17,QMOF reference
qmof-a838610,346.6,0.76,QMOF reference
qmof-edbbc16,395.8,0.92,QMOF reference
qmof-ad015e6,312.8,0.39,QMOF reference
qmof-ab32015,390.8,0.78,QMOF reference
qmof-e74298d,259.7,0.3,QMOF reference
qmof-ed8b1fc,319.9,0.91,QMOF reference
qmof-f5537d8,324.8,0.96,QMOF reference
qmof-338698f,311.5,0.3,QMOF reference
qmof-bc2bf53,303.0,0.93,QMOF reference
qmof-711bba5,,FAILED,QMOF reference
qmof-948d748,341.3,0.72,QMOF reference
qmof-66f44d8,358.1,0.51,QMOF reference
qmof-28d5f98,357.2,0.92,QMOF reference
qmof-3442091,325.6,0.76,QMOF reference
qmof-296785d,384.1,0.5,QMOF reference
qmof-b505ebc,352.6,0.73,QMOF reference
qmof-39217f4,364.6,0.73,QMOF reference
qmof-d133979,349.1,0.24,QMOF reference
qmof-f02d3e0,265.7,0.52,QMOF reference
qmof-8372ff0,324.2,0.86,QMOF reference
qmof-9abc2d6,,FAILED,QMOF reference
qmof-39a14c2,289.0,0.52,QMOF reference
qmof-b59eb8f,319.0,0.61,QMOF reference
qmof-771c050,,FAILED,QMOF reference
qmof-d3d45c4,322.2,0.75,QMOF reference
qmof-c318faf,379.5,0.36,QMOF reference
qmof-99ad091,349.9,0.61,QMOF reference
qmof-02d6206,299.0,0.92,QMOF reference
qmof-b9a1228,411.8,0.93,QMOF reference
qmof-cdb38eb,,FAILED,QMOF reference
qmof-2e54a3e,334.5,0.41,QMOF reference
qmof-7b3cc9c,322.9,0.69,QMOF reference
qmof-da6fcce,345.9,0.96,QMOF reference
qmof-6b45ff6,321.0,0.12,QMOF reference
qmof-376ea57,320.8,0.24,QMOF reference
qmof-15c314b,306.6,0.86,QMOF reference
qmof-9df2e53,337.3,0.13,QMOF reference
qmof-57c12cc,336.7,0.45,QMOF reference
qmof-4e9433e,340.8,0.74,QMOF reference
qmof-a4114e9,246.0,0.6,QMOF reference
qmof-14d9a90,317.7,0.36,QMOF reference
qmof-ab953dd,264.6,0.94,QMOF reference
qmof-95c22b4,320.3,0.78,QMOF reference
qmof-f4c1ca7,295.9,0.44,QMOF reference
qmof-82cbfbf,352.3,0.82,QMOF reference
qmof-486f508,311.9,0.79,QMOF reference
qmof-87bcdf8,,FAILED,QMOF reference
qmof-64c64cc,287.6,0.19,QMOF reference
qmof-d9eb571,293.0,0.4,QMOF reference
qmof-ae328c6,393.3,0.26,QMOF reference
qmof-a1859cf,,FAILED,QMOF reference
qmof-259c3ab,,FAILED,QMOF reference
qmof-c3fb5ce,310.7,0.36,QMOF reference
qmof-cae2bc1,398.7,0.5,QMOF reference
qmof-8b9a773,282.0,0.42,QMOF reference
qmof-18ceb78,277.4,0.84,QMOF reference
qmof-75dfe5f,293.9,0.51,QMOF reference
qmof-6b426b2,269.7,0.83,QMOF reference
qmof-5a3945a,348.2,0.94,QMOF reference
qmof-725cabf,322.4,0.97,QMOF reference
qmof-eb261b9,343.6,0.72,QMOF reference
qmof-510e27f,274.2,0.58,QMOF reference
qmof-d2bab30,345.4,0.46,QMOF reference
qmof-f153d82,396.1,0.83,QMOF reference
qmof-585345f,,FAILED,QMOF reference
qmof-f47bb14,242.2,0.61,QMOF reference
qmof-264ad8f,327.9,0.88,QMOF reference
qmof-e612e8b,286.0,0.73,QMOF reference
qmof-83d5543,349.1,0.8,QMOF reference
qmof-68abb54,253.8,0.23,QMOF reference
qmof-a4a2556,335.4,0.6,QMOF reference
qmof-b4bad2f,364.5,0.58,QMOF reference
qmof-2abab09,317.8,0.75,QMOF reference
qmof-311d91b,379.6,0.92,QMOF reference
qmof-51d44f0,397.6,0.8,QMOF reference
qmof-22103d2,309.8,0.62,QMOF reference
qmof-46bffd8,328.6,0.42,QMOF reference
qmof-0be7420,338.0,0.09,QMOF reference
qmof-cbbcaee,293.6,0.9,QMOF reference
qmof-55e2cda,307.4,0.92,QMOF reference
qmof-bc3962c,327.4,0.94,QMOF reference
qmof-a8bfcf3,385.8,0.83,QMOF reference
qmof-e2670cd,332.1,0.57,QMOF reference
qmof-705c734,285.2,0.74,QMOF reference
qmof-720efb8,,FAILED,QMOF reference
qmof-e02e5c6,,FAILED,QMOF reference
qmof-17cb93f,380.1,0.75,QMOF reference
qmof-a1aff6a,209.3,0.82,QMOF reference
qmof-fb77b5b,,FAILED,QMOF reference
qmof-38c74f5,365.8,0.8,QMOF reference
qmof-a2b6d91,383.3,0.32,QMOF reference
qmof-ba7df44,370.7,0.25,QMOF reference
qmof-647f2f7,307.7,0.48,QMOF reference
qmof-d7d4799,288.7,0.9,QMOF reference
qmof-ccbcf36,283.3,0.97,QMOF reference
qmof-c2c7421,373.4,0.51,QMOF reference
qmof-04208be,374.9,0.81,QMOF reference
qmof-45a18aa,517.7,0.91,QMOF reference
qmof-97ae29f,391.5,0.91,QMOF reference
qmof-dffa3d8,398.8,0.9,QMOF reference
qmof-08b67ba,,FAILED,QMOF reference
qmof-e894f98,,FAILED,QMOF reference
qmof-1c6930e,384.1,0.57,QMOF reference
qmof-065e982,331.0,0.46,QMOF reference
qmof-fa1a447,238.6,0.92,QMOF reference
qmof-b2d2ac6,311.5,0.89,QMOF reference
qmof-17bfa44,348.6,0.72,QMOF reference
qmof-2b0af1b,362.1,0.53,QMOF reference
qmof-87c1bd2,333.0,0.77,QMOF reference
qmof-1150e7f,346.7,0.51,QMOF reference
qmof-cd9bc22,,FAILED,QMOF reference
qmof-ae10753,301.3,0.24,QMOF reference
qmof-dcbfb65,,FAILED,QMOF reference
qmof-4369f46,275.2,0.36,QMOF reference
qmof-7810936,254.6,0.16,QMOF reference
qmof-54d276d,314.7,0.75,QMOF reference
qmof-ae283f2,383.3,0.91,QMOF reference
qmof-d610942,323.4,0.55,QMOF reference
qmof-bedb824,380.8,0.96,QMOF reference
qmof-2033acd,412.2,0.9,QMOF reference
qmof-637ad2f,349.0,0.63,QMOF reference
qmof-1492ba7,273.6,0.37,QMOF reference
qmof-a4c4cee,310.3,0.9,QMOF reference
qmof-71d4b85,324.8,0.86,QMOF reference
qmof-5741ef6,372.0,0.28,QMOF reference
qmof-b7b79de,,FAILED,QMOF reference
qmof-4a8b72e,348.2,0.84,QMOF reference
qmof-540bb65,326.2,0.86,QMOF reference
qmof-801f41b,335.1,0.53,QMOF reference
qmof-d5ed188,,FAILED,QMOF reference
qmof-f8a32e3,333.7,0.37,QMOF reference
qmof-46a169e,,FAILED,QMOF reference
qmof-cbfd530,320.3,0.36,QMOF reference
qmof-849b838,338.7,0.65,QMOF reference
qmof-bde286b,328.5,0.84,QMOF reference
qmof-cd9a14c,313.7,0.89,QMOF reference
qmof-1f9df20,,FAILED,QMOF reference
qmof-b678688,,FAILED,QMOF reference
qmof-d724ac4,374.1,0.52,QMOF reference
qmof-a457b47,299.6,0.76,QMOF reference
qmof-8b6c81e,273.5,0.42,QMOF reference
qmof-56a07fd,354.2,0.35,QMOF reference
qmof-cafbd5e,383.5,0.86,QMOF reference
qmof-6785782,307.4,0.13,QMOF reference
qmof-bcebc11,315.9,0.87,QMOF reference
qmof-49d20c6,324.3,0.46,QMOF reference
qmof-f6f698d,,FAILED,QMOF reference
qmof-cf77c88,,FAILED,QMOF reference
qmof-0caf630,333.1,0.32,QMOF reference
qmof-8a61e8f,322.1,0.84,QMOF reference
qmof-89fb1f3,337.1,0.49,QMOF reference
qmof-3e37e5a,379.9,0.87,QMOF reference
qmof-3c4fdf0,295.4,0.85,QMOF reference
qmof-433f472,,FAILED,QMOF reference
qmof-1bf7afd,415.2,0.82,QMOF reference
qmof-b89e191,324.5,0.39,QMOF reference
qmof-ccc0f18,298.0,0.86,QMOF reference
qmof-07ca298,269.7,0.52,QMOF reference
qmof-8a2bc73,421.3,0.23,QMOF reference
qmof-1278662,409.4,0.82,QMOF reference
qmof-0618e72,322.3,0.92,QMOF reference
qmof-35f76d8,324.6,0.79,QMOF reference
qmof-3f97eed,376.9,0.31,QMOF reference
qmof-8b3aceb,287.3,0.62,QMOF reference
qmof-c8756ec,202.7,0.91,QMOF reference
qmof-47a6fdf,327.3,0.21,QMOF reference
qmof-c288dff,358.2,0.75,QMOF reference
qmof-2b54738,362.7,0.43,QMOF reference
qmof-fb69b28,183.3,0.6,QMOF reference
qmof-c8860bc,389.2,0.37,QMOF reference
qmof-9c9f0ca,368.5,0.91,QMOF reference
qmof-01a5958,324.5,0.8,QMOF reference
qmof-4b1ef88,422.8,0.16,QMOF reference
qmof-9ab4e0a,380.8,0.7,QMOF reference
qmof-4010ec2,347.6,0.74,QMOF reference
qmof-dcca335,409.7,0.49,QMOF reference
qmof-b65f961,347.2,0.29,QMOF reference
qmof-258a220,322.8,0.81,QMOF reference
qmof-082c84f,286.1,0.43,QMOF reference
qmof-9e6c541,364.1,0.23,QMOF reference
qmof-10ff507,328.3,0.7,QMOF reference
qmof-42570c2,,FAILED,QMOF reference
qmof-3300f6d,376.6,0.28,QMOF reference
qmof-9c15737,319.2,0.85,QMOF reference
qmof-276e333,330.7,0.75,QMOF reference
qmof-c3b4381,445.2,0.68,QMOF reference
qmof-4315d6e,305.7,0.37,QMOF reference
qmof-4d45fdb,,FAILED,QMOF reference
qmof-fe238e7,319.5,0.68,QMOF reference
qmof-4a0f1fc,338.8,0.56,QMOF reference
qmof-1e0e02e,,FAILED,QMOF reference
qmof-5b2a0f0,,FAILED,QMOF reference
qmof-f5289d1,282.1,0.79,QMOF reference
qmof-d6632db,,FAILED,QMOF reference
qmof-f6a044d,330.3,0.7,QMOF reference
qmof-cd26d9d,299.6,0.79,QMOF reference
qmof-77ebf11,206.1,0.81,QMOF reference
qmof-2ea3b1f,,FAILED,QMOF reference
qmof-31c08d9,357.1,0.71,QMOF reference
qmof-cd51998,,FAILED,QMOF reference
qmof-ba54277,366.2,0.26,QMOF reference
qmof-fddda69,351.5,0.2,QMOF reference
qmof-425fd89,242.5,0.74,QMOF reference
qmof-ba7b967,437.3,0.75,QMOF reference
qmof-fa45775,295.3,0.62,QMOF reference
qmof-8e732a8,319.0,0.67,QMOF reference
qmof-796fd5c,295.6,0.91,QMOF reference
qmof-e252678,308.1,0.84,QMOF reference
qmof-9256da0,,FAILED,QMOF reference
qmof-33535cf,,FAILED,QMOF reference
qmof-103bf19,300.1,0.53,QMOF reference
qmof-a2d8489,344.1,0.7,QMOF reference
qmof-b8ca403,325.2,0.93,QMOF reference
qmof-026e9ca,316.1,0.95,QMOF reference
qmof-d4cfb65,362.1,0.69,QMOF reference
qmof-ec0241b,309.0,0.85,QMOF reference
qmof-55b32f8,355.1,0.83,QMOF reference
qmof-f53f02a,354.4,0.63,QMOF reference
qmof-b16fea6,369.5,0.93,QMOF reference
qmof-eadd46d,363.7,0.94,QMOF reference
qmof-52cac05,228.8,0.85,QMOF reference
qmof-a1d95f7,,FAILED,QMOF reference
qmof-a09abf4,329.2,0.63,QMOF reference
qmof-e5121a9,336.2,0.59,QMOF reference
qmof-ce09a20,391.0,0.33,QMOF reference
qmof-8f67479,341.0,0.35,QMOF reference
qmof-2fd45b1,,FAILED,QMOF reference
qmof-8499bb2,,FAILED,QMOF reference
qmof-c855c74,348.0,0.96,QMOF reference
qmof-fbb73f7,299.2,0.92,QMOF reference
qmof-dab305c,259.6,0.45,QMOF reference
qmof-91692c9,376.7,0.86,QMOF reference
qmof-f5afc17,377.7,0.49,QMOF reference
qmof-a19fb5f,308.9,0.74,QMOF reference
qmof-00a1a50,227.1,0.21,QMOF reference
qmof-e33c32c,326.4,0.47,QMOF reference
qmof-5941efd,336.8,0.45,QMOF reference
qmof-0e2fb56,350.7,0.87,QMOF reference
qmof-f0008e4,311.3,0.91,QMOF reference
qmof-9ae450b,376.7,0.87,QMOF reference
qmof-8030fac,,FAILED,QMOF reference
qmof-44435b0,217.9,0.53,QMOF reference
qmof-a5f444a,281.0,0.81,QMOF reference
qmof-8893f42,427.9,0.93,QMOF reference
qmof-0aec630,407.6,0.4,QMOF reference
qmof-a4b48c8,335.6,0.76,QMOF reference
qmof-adb6bae,269.1,0.85,QMOF reference
qmof-fe4db64,,FAILED,QMOF reference
qmof-c2bbdc5,,FAILED,QMOF reference
qmof-13e75c9,365.2,0.61,QMOF reference
qmof-0f63bda,332.0,0.89,QMOF reference
qmof-3467823,277.6,0.62,QMOF reference
qmof-cbd795c,295.2,0.77,QMOF reference
qmof-d38923a,362.7,0.82,QMOF reference
qmof-cc8a4be,293.0,0.9,QMOF reference
qmof-e5e6b69,325.1,0.91,QMOF reference
qmof-66283ef,220.8,0.05,QMOF reference
qmof-3546d7f,350.2,0.77,QMOF reference
qmof-d2fe6bc,352.9,0.73,QMOF reference
qmof-22ca4f8,464.3,0.74,QMOF reference
qmof-7972915,353.8,0.66,QMOF reference
qmof-65f8632,,FAILED,QMOF reference
qmof-b1156fe,321.7,0.81,QMOF reference
qmof-6519b6a,437.1,0.36,QMOF reference
qmof-6d6cff3,449.8,0.47,QMOF reference
qmof-b9e9c9e,273.0,0.57,QMOF reference
qmof-d933760,262.8,0.8,QMOF reference
qmof-4813714,,FAILED,QMOF reference
qmof-ff306b5,351.0,0.92,QMOF reference
qmof-cef04ed,193.3,0.89,QMOF reference
qmof-938e4e7,298.5,0.52,QMOF reference
qmof-f78bef1,253.8,0.9,QMOF reference
qmof-a33f06a,295.3,0.81,QMOF reference
qmof-14c725f,338.2,0.92,QMOF reference
qmof-0267c10,404.6,0.64,QMOF reference
qmof-c5ff6a1,433.3,0.34,QMOF reference
qmof-d209d87,372.2,0.83,QMOF reference
qmof-98a7b30,344.4,0.94,QMOF reference
qmof-af44312,245.4,0.72,QMOF reference
qmof-58e98df,383.3,0.88,QMOF reference
qmof-623cc29,254.1,0.18,QMOF reference
qmof-a5390e1,414.3,0.88,QMOF reference
qmof-9d96a3f,314.4,0.76,QMOF reference
qmof-51a592d,390.6,0.22,QMOF reference
qmof-ab815f3,,FAILED,QMOF reference
qmof-ac9f387,363.8,0.88,QMOF reference
qmof-635b883,288.9,0.58,QMOF reference
qmof-d6bcb97,343.0,0.43,QMOF reference
qmof-a2e17c9,306.5,0.87,QMOF reference
qmof-e65b4c0,393.3,0.69,QMOF reference
qmof-eba2132,278.9,0.3,QMOF reference
qmof-611de0b,,FAILED,QMOF reference
qmof-2774aad,,FAILED,QMOF reference
qmof-85c997c,332.0,0.26,QMOF reference
qmof-5eeb6a4,373.5,0.65,QMOF reference
qmof-5b5dadb,375.3,0.89,QMOF reference
qmof-5fc7c77,375.1,0.93,QMOF reference
qmof-62c2018,293.6,0.71,QMOF reference
qmof-73caebb,172.4,0.86,QMOF reference
qmof-64b57c5,,FAILED,QMOF reference
qmof-c149be5,,FAILED,QMOF reference
qmof-39aa242,349.6,0.74,QMOF reference
qmof-79684a4,343.5,0.39,QMOF reference
qmof-e5b7187,254.1,0.38,QMOF reference
qmof-981a4dc,305.5,0.78,QMOF reference
qmof-887a10f,311.0,0.61,QMOF reference
qmof-abe36c3,338.2,0.65,QMOF reference
qmof-639db33,348.6,0.83,QMOF reference
qmof-3dfec94,327.4,0.9,QMOF reference
qmof-fe80f7d,260.5,0.78,QMOF reference
qmof-6593af7,243.7,0.77,QMOF reference
qmof-4972f5c,687.7,0.0,QMOF reference
qmof-90458ae,290.0,0.67,QMOF reference
qmof-2155e19,321.1,0.9,QMOF reference
qmof-cc7bad5,239.8,0.75,QMOF reference
qmof-aa014ee,296.0,0.92,QMOF reference
qmof-7bab797,435.8,0.92,QMOF reference
qmof-e86fcce,294.9,0.75,QMOF reference
qmof-71f9121,300.5,0.25,QMOF reference
qmof-554f103,358.8,0.78,QMOF reference
qmof-a6c81dd,353.0,0.63,QMOF reference
qmof-e67856c,366.7,0.45,QMOF reference
qmof-7a6767f,275.1,0.9,QMOF reference
qmof-84cf692,270.0,0.2,QMOF reference
qmof-8e887a1,387.6,0.92,QMOF reference
qmof-11afcfb,,FAILED,QMOF reference
qmof-67c66b9,,FAILED,QMOF reference
qmof-357aaf4,229.8,0.19,QMOF reference
qmof-745467b,359.1,0.89,QMOF reference
qmof-569fecc,,FAILED,QMOF reference
qmof-66dc50d,243.0,0.55,QMOF reference
qmof-9659d87,236.2,0.9,QMOF reference
qmof-b9fbd8b,372.7,0.51,QMOF reference
qmof-e049710,263.8,0.37,QMOF reference
qmof-bfea88e,351.4,0.53,QMOF reference
qmof-e8122f2,417.9,0.13,QMOF reference
qmof-e49e28c,356.0,0.63,QMOF reference
qmof-1b76fc2,343.8,0.77,QMOF reference
qmof-8c5eb85,,FAILED,QMOF reference
qmof-aa8413e,280.5,0.92,QMOF reference
qmof-c49f067,,FAILED,QMOF reference
qmof-2ac5c65,298.1,0.21,QMOF reference
qmof-288d36e,473.3,0.02,QMOF reference
qmof-fb04ded,308.2,0.43,QMOF reference
qmof-357add0,421.3,0.3,QMOF reference
qmof-1f5b82b,257.0,0.73,QMOF reference
qmof-0c2c714,,FAILED,QMOF reference
qmof-b65868c,276.6,0.93,QMOF reference
qmof-5500d18,378.4,0.8,QMOF reference
qmof-564af28,432.4,0.85,QMOF reference
qmof-d52b137,376.6,0.51,QMOF reference
qmof-25fee54,253.7,0.65,QMOF reference
qmof-83a025d,316.9,0.91,QMOF reference
qmof-3a11c2e,214.8,0.96,QMOF reference
qmof-4366366,347.5,0.29,QMOF reference
qmof-d689892,,FAILED,QMOF reference
qmof-61d5b72,311.1,0.88,QMOF reference
qmof-18c3f95,314.3,0.71,QMOF reference
qmof-a12006c,318.6,0.45,QMOF reference
qmof-7885ed1,346.5,0.62,QMOF reference
qmof-2cc2ecf,344.4,0.47,QMOF reference
qmof-fb4e82f,338.7,0.83,QMOF reference
qmof-3567378,364.6,0.51,QMOF reference
qmof-9fe4370,337.7,0.82,QMOF reference
qmof-dffc51c,360.0,0.88,QMOF reference
qmof-4f499e6,,FAILED,QMOF reference
qmof-0111861,340.8,0.16,QMOF reference
qmof-abb33dd,,FAILED,QMOF reference
qmof-c054f0b,236.9,0.97,QMOF reference
qmof-eaf8acb,343.9,0.68,QMOF reference
qmof-b8ef003,381.0,0.74,QMOF reference
qmof-fac48cb,,FAILED,QMOF reference
qmof-76257fc,323.8,0.78,QMOF reference
qmof-0b65042,324.7,0.6,QMOF reference
qmof-b89c7e3,,FAILED,QMOF reference
qmof-a52e439,314.6,0.84,QMOF reference
qmof-303c74f,317.2,0.94,QMOF reference
qmof-f57add2,338.3,0.5,QMOF reference
qmof-6903e0b,240.9,0.48,QMOF reference
qmof-52d763a,347.7,0.9,QMOF reference
qmof-11a8c8c,246.0,0.65,QMOF reference
qmof-e100550,266.4,0.72,QMOF reference
qmof-f0cca85,355.1,0.92,QMOF reference
qmof-6519b1b,-12.2,0.88,QMOF reference
qmof-71adb34,381.3,0.84,QMOF reference
qmof-461359c,266.5,0.5,QMOF reference
qmof-7833495,290.1,0.69,QMOF reference
qmof-d655f8d,378.1,0.38,QMOF reference
qmof-8612b3f,218.6,0.42,QMOF reference
qmof-2aadb21,271.4,0.34,QMOF reference
qmof-89f83b7,,FAILED,QMOF reference
qmof-cab5309,,FAILED,QMOF reference
qmof-28fe175,233.9,0.07,QMOF reference
qmof-4fac276,203.8,0.88,QMOF reference
qmof-2bd5e0f,377.1,0.79,QMOF reference
qmof-7222f44,266.1,0.82,QMOF reference
qmof-86f8b0e,330.6,0.76,QMOF reference
qmof-aa9cbff,460.5,0.69,QMOF reference
qmof-71d890d,395.8,0.21,QMOF reference
qmof-84e2164,339.6,0.93,QMOF reference
qmof-dbfd491,474.8,0.88,QMOF reference
qmof-b2c1954,287.6,0.7,QMOF reference
qmof-c49d30b,369.1,0.36,QMOF reference
qmof-6e83af2,388.6,0.77,QMOF reference
qmof-3a95f6e,409.8,0.23,QMOF reference
qmof-1a922d4,343.3,0.91,QMOF reference
qmof-c66ec2f,283.1,0.81,QMOF reference
qmof-361c645,355.9,0.93,QMOF reference
qmof-424ce8c,319.8,0.21,QMOF reference
qmof-f53cf45,266.4,0.33,QMOF reference
qmof-6b82733,212.6,0.46,QMOF reference
qmof-f3cb633,375.1,0.83,QMOF reference
qmof-983793a,334.4,0.23,QMOF reference
qmof-62b8604,322.5,0.57,QMOF reference
qmof-8533641,332.4,0.74,QMOF reference
qmof-d8bde53,,FAILED,QMOF reference
qmof-996e911,440.3,0.92,QMOF reference
qmof-55463ed,409.9,0.27,QMOF reference
qmof-d6d6f9f,339.1,0.82,QMOF reference
qmof-a421ddb,334.3,0.43,QMOF reference
qmof-e09709f,326.9,0.34,QMOF reference
qmof-dc72240,371.3,0.27,QMOF reference
qmof-f151cd3,276.2,0.61,QMOF reference
qmof-ad5034e,311.0,0.87,QMOF reference
qmof-f002901,535.0,0.82,QMOF reference
qmof-0516e18,437.5,0.52,QMOF reference
qmof-8f41817,417.1,0.25,QMOF reference
qmof-6154c70,314.5,0.84,QMOF reference
qmof-de0a417,301.0,0.92,QMOF reference
qmof-1478a84,347.6,0.75,QMOF reference
qmof-e2cb396,403.9,0.32,QMOF reference
qmof-f0f7453,319.4,0.47,QMOF reference
qmof-861877e,,FAILED,QMOF reference
qmof-34904e2,324.7,0.97,QMOF reference
qmof-824883b,348.2,0.42,QMOF reference
qmof-8ccaa8e,429.1,0.12,QMOF reference
qmof-ca0b14c,396.4,0.82,QMOF reference
qmof-a0daa8f,,FAILED,QMOF reference
qmof-f4e3be2,342.4,0.69,QMOF reference
qmof-2f6f56b,382.9,0.61,QMOF reference
qmof-1c4f825,289.4,0.49,QMOF reference
qmof-8064b1f,275.6,0.82,QMOF reference
qmof-b38655c,261.3,0.31,QMOF reference
qmof-e374ad7,250.1,0.17,QMOF reference
qmof-606ca52,281.7,0.59,QMOF reference
qmof-929b067,,FAILED,QMOF reference
qmof-e218f10,316.4,0.61,QMOF reference
qmof-f15e054,,FAILED,QMOF reference
qmof-a884796,369.5,0.58,QMOF reference
qmof-b7c34ea,362.3,0.25,QMOF reference
qmof-13c6706,304.4,0.84,QMOF reference
qmof-76bef6e,486.0,0.82,QMOF reference
qmof-a9e5638,,FAILED,QMOF reference
qmof-26ae89d,,FAILED,QMOF reference
qmof-12aa8fe,323.6,0.53,QMOF reference
qmof-b59ec06,218.2,0.43,QMOF reference
qmof-a83960a,327.6,0.89,QMOF reference
qmof-01cfceb,257.1,0.34,QMOF reference
qmof-c0ab952,313.9,0.85,QMOF reference
qmof-bf96a9f,,FAILED,QMOF reference
qmof-30fc825,368.6,0.3,QMOF reference
qmof-2fabd00,394.4,0.47,QMOF reference
qmof-7f7d040,321.7,0.89,QMOF reference
qmof-b5f9bbe,388.4,0.68,QMOF reference
qmof-aa8f56c,324.3,0.83,QMOF reference
qmof-a1fb394,,FAILED,QMOF reference
qmof-9489acc,330.0,0.38,QMOF reference
qmof-353020b,359.2,0.95,QMOF reference
qmof-5f5f2dc,,FAILED,QMOF reference
qmof-f5d6474,301.4,0.95,QMOF reference
qmof-bd7e00b,390.5,0.43,QMOF reference
qmof-6634b3e,389.7,0.44,QMOF reference
qmof-a8b8a3c,186.2,0.38,QMOF reference
qmof-2a66c48,328.4,0.16,QMOF reference
qmof-597a458,406.5,0.23,QMOF reference
qmof-4d4c102,259.4,0.15,QMOF reference
qmof-688ee41,307.3,0.73,QMOF reference
qmof-ddb13bd,342.6,0.64,QMOF reference
qmof-19e8f60,287.4,0.74,QMOF reference
qmof-269e2b1,377.5,0.64,QMOF reference
qmof-887bca5,,FAILED,QMOF reference
qmof-a03d729,,FAILED,QMOF reference
qmof-9dbd104,327.0,0.91,QMOF reference
qmof-9a34843,318.9,0.24,QMOF reference
qmof-9d735a6,258.9,0.52,QMOF reference
qmof-7d2ad78,252.6,0.13,QMOF reference
qmof-17566c2,415.6,0.83,QMOF reference
qmof-4a5df1e,,FAILED,QMOF reference
qmof-0b55938,268.7,0.95,QMOF reference
qmof-bf974d2,323.1,0.83,QMOF reference
qmof-65a0048,372.4,0.78,QMOF reference
qmof-ff78bea,364.7,0.82,QMOF reference
qmof-8010674,370.0,0.94,QMOF reference
qmof-c674a2d,,FAILED,QMOF reference
qmof-5d5b5cf,258.4,0.72,QMOF reference
qmof-cb56c2e,389.8,0.32,QMOF reference
qmof-8a7f6ff,279.5,0.29,QMOF reference
qmof-26df13b,233.4,0.93,QMOF reference
qmof-01ddc61,402.2,0.67,QMOF reference
qmof-3870e19,,FAILED,QMOF reference
qmof-53701e5,346.5,0.84,QMOF reference
qmof-4445a96,333.0,0.89,QMOF reference
qmof-a0a3af5,277.7,0.57,QMOF reference
qmof-29aefb0,359.0,0.75,QMOF reference
qmof-8d24977,,FAILED,QMOF reference
qmof-e5a1d44,346.4,0.84,QMOF reference
qmof-12f0ca2,,FAILED,QMOF reference
qmof-fb15c25,317.8,0.43,QMOF reference
qmof-6429819,361.4,0.21,QMOF reference
qmof-f5af2da,342.8,0.19,QMOF reference
qmof-d4dc82f,392.5,0.87,QMOF reference
qmof-5e652e3,401.8,0.56,QMOF reference
qmof-d4093bf,,FAILED,QMOF reference
