mof_id,formula,formation_energy_eV_per_atom,energy_eV,method,space_group
C30H16N2O11Zn4-1_10-r2SCAN-D4,C30H16N2O11Zn4-1_10-r2SCAN-D4,-0.271924,-491.349,r2SCAN-D4,P1
C48H24N12O21Zn4-2_1-MACE-OMat-D3,C48H24N12O21Zn4-2_1-MACE-OMat-D3,-0.237532,-753.492,MACE-OMat-D3,P1
C48H24N12O19Zn4-1_6-MACE-OMat-D3,C48H24N12O19Zn4-1_6-MACE-OMat-D3,-0.26543,-746.106,MACE-OMat-D3,P1
C44H24O13Zn4-0_13-MACE-OMat-D3,C44H24O13Zn4-0_13-MACE-OMat-D3,-0.325479,-578.768,MACE-OMat-D3,P1
C44H24N8O13S4Zn4-3_16-MACE-OMat-D3,C44H24N8O13S4Zn4-3_16-MACE-OMat-D3,-0.203253,-654.089,MACE-OMat-D3,P1
C44H24N8O13S4Zn4-2_7-MACE-OMat-D3,C44H24N8O13S4Zn4-2_7-MACE-OMat-D3,-0.212403,-654.977,MACE-OMat-D3,P1
C18H12O19Zn4-0_11-r2SCAN-D4,C18H12O19Zn4-0_11-r2SCAN-D4,-0.771907,-409.363,r2SCAN-D4,P1
C24H15O13Zn4-0_8.0-r2SCAN-D4,C24H15O13Zn4-0_8.0-r2SCAN-D4,-0.46204,-429.873,r2SCAN-D4,P1
C33H18O13Zn4-1_15-r2SCAN-D4,C33H18O13Zn4-1_15-r2SCAN-D4,-0.3574,-528.826,r2SCAN-D4,P1
C36H26N6O11Zn4-1_9-r2SCAN-D4,C36H26N6O11Zn4-1_9-r2SCAN-D4,-0.204154,-622.439,r2SCAN-D4,P1
C36H26N6O11Zn4-0_11-r2SCAN-D4,C36H26N6O11Zn4-0_11-r2SCAN-D4,-0.23032,-624.611,r2SCAN-D4,P1
C36H24N6O13Zn4-3_9-r2SCAN-D4,C36H24N6O13Zn4-3_9-r2SCAN-D4,-0.271799,-632.781,r2SCAN-D4,P1
C36H18N6O13S6Zn4-1_2-r2SCAN-D4,C36H18N6O13S6Zn4-1_2-r2SCAN-D4,-0.23366,-657.659,r2SCAN-D4,P1
C52H20N12O13Zn4-3_2-r2SCAN-D4,C52H20N12O13Zn4-3_2-r2SCAN-D4,-0.0746266,-819.111,r2SCAN-D4,P1
C48H30N6O13Zn4-0_14-r2SCAN-D4,C48H30N6O13Zn4-0_14-r2SCAN-D4,-0.229424,-774.34,r2SCAN-D4,P1
C6H2Mg2N4O2-11-r2SCAN-D4,C6H2Mg2N4O2-11-r2SCAN-D4,-0.18302,-126.586,r2SCAN-D4,P-1
Al1C6H4N3O2-12-r2SCAN-D4,Al1C6H4N3O2-12-r2SCAN-D4,-0.0609111,-120.826,r2SCAN-D4,P1
C10H6Mg2N2O5-15-r2SCAN-D4,C10H6Mg2N2O5-15-r2SCAN-D4,-0.345781,-185.358,r2SCAN-D4,P1
C44H32N8O13Zn4-2_11-r2SCAN-D4,Zn4H32C44N8O13,-0.237525,-760.306,r2SCAN-D4,P1
C42H24N6O13Zn4-1_17-r2SCAN-D4,Zn4H24C42N6O13,-0.261185,-693.57,r2SCAN-D4,P1
C40H24N8O13Zn4-1_3-r2SCAN-D4,Zn4H24C40N8O13,-0.210631,-687.339,r2SCAN-D4,P1
C40H20N4O17Zn4-2_7-r2SCAN-D4,Zn4H20C40N4O17,-0.318145,-668.487,r2SCAN-D4,P1
C40H20N4O17Zn4-0_12-r2SCAN-D4,Zn4H20C40N4O17,-0.289552,-666.056,r2SCAN-D4,P1
C48H27N9O13Zn4-0_12-r2SCAN-D4,Zn4H27C48N9O13,-0.178862,-786.316,r2SCAN-D4,P1
C56H16N12O13Zn4-2_1-r2SCAN-D4,Zn4H16C56N12O13,-0.0552608,-843.395,r2SCAN-D4,P1
C48H18N12O19Zn4-1_7-r2SCAN-D4,Zn4H18C48N12O19,-0.245088,-824.271,r2SCAN-D4,P1
C48H18N12O19Zn4-3_12-r2SCAN-D4,Zn4H18C48N12O19,-0.246885,-824.453,r2SCAN-D4,P1
C48H16N16O17Zn4-0_17-r2SCAN-D4,Zn4H16C48N16O17,-0.104636,-828.134,r2SCAN-D4,P1
C45H24N6O13Zn4-3_11-r2SCAN-D4,Zn4H24C45N6O13,-0.179439,-716.884,r2SCAN-D4,P1
C28H20N12O25Zn4-2-r2SCAN-D4,Zn4H20C28N12O25,-0.374001,-674.303,r2SCAN-D4,P1
C64H20N16O13Zn4-0_2-r2SCAN-D4,Zn4H20C64N16O13,0.100293,-956.648,r2SCAN-D4,P1
C60H20N12O13Zn4-1_8-r2SCAN-D4,Zn4H20C60N12O13,-0.0263138,-894.578,r2SCAN-D4,P1
C60H18N12O19Zn4-2-r2SCAN-D4,Zn4H18C60N12O19,-0.167267,-938.623,r2SCAN-D4,P1
C60H18N12O13S6Zn4-0_7-r2SCAN-D4,Zn4H18C60S6N12O13,0.0384153,-929.24,r2SCAN-D4,P1
C56H24N16O17Zn4-1_1-r2SCAN-D4,Zn4H24C56N16O17,-0.0808671,-934.819,r2SCAN-D4,P1
C54H42O25Zn4-2_4-r2SCAN-D4,Zn4H42C54O25,-0.401051,-917.83,r2SCAN-D4,P1
C54H24N12O13S3Zn4-1_1-r2SCAN-D4,Zn4H24C54S3N12O13,-0.0541251,-875.782,r2SCAN-D4,P1
C54H24N12O13S3Zn4-0_9-r2SCAN-D4,Zn4H24C54S3N12O13,-0.0775611,-878.36,r2SCAN-D4,P1
C54H18N12O19Zn4-1_5-r2SCAN-D4,Zn4H18C54N12O19,-0.11814,-872.261,r2SCAN-D4,P1
C52H44N8O17Zn4-2_5-r2SCAN-D4,Zn4H44C52N8O17,-0.202636,-906.549,r2SCAN-D4,P1
C52H32N4O13Zn4-1_12-r2SCAN-D4,Zn4H32C52N4O13,-0.21359,-802.275,r2SCAN-D4,P1
C52H32N4O13Zn4-0_6-r2SCAN-D4,Zn4H32C52N4O13,-0.213554,-802.271,r2SCAN-D4,P1
C52H32N12O17Zn4-0_10-r2SCAN-D4,Zn4H32C52N12O17,-0.174376,-896.743,r2SCAN-D4,P1
C44H36N16O13Zn4-3_5-r2SCAN-D4,Zn4H36C44N16O13,-0.217019,-847.876,r2SCAN-D4,P1
C44H32N8O17Zn4-1_19-r2SCAN-D4,Zn4H32C44N8O17,-0.292696,-790.333,r2SCAN-D4,P1
C44H32N32O13Zn4-3_1-r2SCAN-D4,Zn4H32C44N32O13,-0.0781858,-965.716,r2SCAN-D4,P1
C44H32N32O13Zn4-1_11-r2SCAN-D4,Zn4H32C44N32O13,-0.0734621,-965.126,r2SCAN-D4,P1
C44H32N32O13Zn4-1_4-r2SCAN-D4,Zn4H32C44N32O13,-0.0740283,-965.196,r2SCAN-D4,P1
C44H28N16O13Zn4-2_8-r2SCAN-D4,Zn4H28C44N16O13,-0.172795,-813.841,r2SCAN-D4,P1
C44H32N32O13Zn4-0_4-r2SCAN-D4,Zn4H32C44N32O13,-0.0497795,-962.165,r2SCAN-D4,P1
C42H36N6O19Zn4-3_16-r2SCAN-D4,Zn4H36C42N6O19,-0.284047,-777.127,r2SCAN-D4,P1
C44H32N32O13Zn4-1_3-r2SCAN-D4,Zn4H32C44N32O13,-0.0632847,-963.853,r2SCAN-D4,P1
C40H40N16O25Zn4-2_12-r2SCAN-D4,Zn4H40C40N16O25,-0.363572,-912.411,r2SCAN-D4,P1
C40H24N16O21Zn4-0_17-r2SCAN-D4,Zn4H24C40N16O21,-0.23585,-813.134,r2SCAN-D4,P1
C50H34N6O13Zn4-0_4-r2SCAN-D4,Zn4H34C50N6O13,-0.2467,-811.427,r2SCAN-D4,P1
C50H34N6O13Zn4-2_11-r2SCAN-D4,Zn4H34C50N6O13,-0.189992,-805.359,r2SCAN-D4,P1
C51H18N27O10Zn4-3_6-r2SCAN-D4,Zn4H18C51N27O10,0.124636,-900.736,r2SCAN-D4,P1
C48H42N12O13Zn4-2_16-r2SCAN-D4,Zn4H42C48N12O13,-0.217332,-873.421,r2SCAN-D4,P1
C48H39N6O16Zn4-1-r2SCAN-D4,Zn4H39C48(N3O8)2,-0.250072,-828.002,r2SCAN-D4,P1
C52H32N4O17Zn4-3_12-r2SCAN-D4,Zn4H32C52N4O17,-0.289833,-834.724,r2SCAN-D4,P1
C48H32N20O17Zn4-0_7-r2SCAN-D4,Zn4H32C48N20O17,-0.189493,-932.41,r2SCAN-D4,P1
C44H40N24O13Zn4-3_17-r2SCAN-D4,Zn4H40C44N24O13,-0.165256,-931.046,r2SCAN-D4,P1
C48H24N28O17Zn4-3-r2SCAN-D4,Zn4H24C48N28O17,-0.118499,-969.373,r2SCAN-D4,P1
C48H24N6O19S6Zn4-2_4-r2SCAN-D4,Zn4H24C48S6N6O19,-0.145724,-829.73,r2SCAN-D4,P1
C48H24N16O13S8Zn4-1_17-r2SCAN-D4,Zn4H24C48S8N16O13,-0.0456534,-892.143,r2SCAN-D4,P1
C48H24N12O19Zn4-0_4-r2SCAN-D4,Zn4H24C48N12O19,-0.253413,-847.374,r2SCAN-D4,P1
C48H24N12O21Zn4-3_16-r2SCAN-D4,Zn4H24C48(N4O7)3,-0.109904,-843.881,r2SCAN-D4,P1
C46H30N8O15Zn4-1_10-r2SCAN-D4,Zn4H30C46N8O15,-0.252238,-787.059,r2SCAN-D4,P1
C46H30N8O15Zn4-0_17-r2SCAN-D4,Zn4H30C46N8O15,-0.257112,-787.561,r2SCAN-D4,P1
C44H40N24O13Zn4-0_1-r2SCAN-D4,Zn4H40C44N24O13,-0.205359,-936.059,r2SCAN-D4,P1
C48H24N12O13Zn4-1_8-r2SCAN-D4,Zn4H24C48N12O13,-0.157273,-801.218,r2SCAN-D4,P1
C33H27N6O13Zn4-1_11-r2SCAN-D4,Zn4H27C33N6O13,-0.35631,-620.116,r2SCAN-D4,P1
C42H24N6O13Zn4-0_2-r2SCAN-D4,Zn4H24C42N6O13,-0.261016,-693.555,r2SCAN-D4,P1
C42H24N6O13S3Zn4-2_18-r2SCAN-D4,Zn4H24C42S3N6O13,-0.237648,-716.58,r2SCAN-D4,P1
C64H20N16O13Zn4-3_5-MACE-OMat-D3,C64H20N16O13Zn4-3_5-MACE-OMat-D3,-0.0404461,-860.266,MACE-OMat-D3,P1
C60H32N4O21Zn4-2_4-MACE-OMat-D3,C60H32N4O21Zn4-2_4-MACE-OMat-D3,-0.258776,-828.442,MACE-OMat-D3,P1
C60H28N16O5Zn4-3_1-MACE-OMat-D3,C60H28N16O5Zn4-3_1-MACE-OMat-D3,0.164696,-786.51,MACE-OMat-D3,P1
C60H20N12O13Zn4-1_2-MACE-OMat-D3,C60H20N12O13Zn4-1_2-MACE-OMat-D3,-0.0408149,-789.826,MACE-OMat-D3,P1
C60H18N12O19Zn4-1_4-MACE-OMat-D3,C60H18N12O19Zn4-1_4-MACE-OMat-D3,-0.192272,-830.305,MACE-OMat-D3,P1
C60H18N12O13S6Zn4-3_16-MACE-OMat-D3,C60H18N12O13S6Zn4-3_16-MACE-OMat-D3,-0.0532861,-809.683,MACE-OMat-D3,P1
C56H36N12O13Zn4-1_18-MACE-OMat-D3,C56H36N12O13Zn4-1_18-MACE-OMat-D3,-0.168222,-820.853,MACE-OMat-D3,P1
C56H16N12O13Zn4-3_10-MACE-OMat-D3,C56H16N12O13Zn4-3_10-MACE-OMat-D3,-0.0988746,-745.609,MACE-OMat-D3,P1
C54H30N6O19Zn4-0_17-MACE-OMat-D3,C54H30N6O19Zn4-0_17-MACE-OMat-D3,-0.302395,-776.438,MACE-OMat-D3,P1
C54H24N12O13S3Zn4-3_1-MACE-OMat-D3,C54H24N12O13S3Zn4-3_1-MACE-OMat-D3,-0.13548,-770.473,MACE-OMat-D3,P1
C54H24N12O13S3Zn4-2_9-MACE-OMat-D3,C54H24N12O13S3Zn4-2_9-MACE-OMat-D3,-0.0995405,-766.52,MACE-OMat-D3,P1
C54H18N12O19Zn4-0_5-MACE-OMat-D3,C54H18N12O19Zn4-0_5-MACE-OMat-D3,-0.197584,-774.552,MACE-OMat-D3,P1
C54H18N12O13S6Zn4-2_5-MACE-OMat-D3,C54H18N12O13S6Zn4-2_5-MACE-OMat-D3,-0.11709,-761.023,MACE-OMat-D3,P1
C52H32N4O17Zn4-0_14-MACE-OMat-D3,C52H32N4O17Zn4-0_14-MACE-OMat-D3,-0.309758,-737.544,MACE-OMat-D3,P1
C52H32N4O17Zn4-1_4-MACE-OMat-D3,C52H32N4O17Zn4-1_4-MACE-OMat-D3,-0.265535,-732.723,MACE-OMat-D3,P1
C52H32N4O17Zn4-0_11-MACE-OMat-D3,C52H32N4O17Zn4-0_11-MACE-OMat-D3,-0.299205,-736.393,MACE-OMat-D3,P1
C52H32N12O17Zn4-1_10-MACE-OMat-D3,C52H32N12O17Zn4-1_10-MACE-OMat-D3,-0.292826,-804.798,MACE-OMat-D3,P1
C48H32N8O17Zn4-3_13-MACE-OMat-D3,C48H32N8O17Zn4-3_13-MACE-OMat-D3,-0.236845,-726.196,MACE-OMat-D3,P1
C48H32N8O17S4Zn4-2_13-MACE-OMat-D3,C48H32N8O17S4Zn4-2_13-MACE-OMat-D3,-0.288293,-749.472,MACE-OMat-D3,P1
C48H32N20O17Zn4-2_3-MACE-OMat-D3,C48H32N20O17Zn4-2_3-MACE-OMat-D3,-0.284615,-834.954,MACE-OMat-D3,P1
C48H30N12O13Zn4-2_1-MACE-OMat-D3,C48H30N12O13Zn4-2_1-MACE-OMat-D3,-0.236183,-732.75,MACE-OMat-D3,P1
C48H28N4O13Zn4-3_4-MACE-OMat-D3,C48H28N4O13Zn4-3_4-MACE-OMat-D3,-0.255441,-659.012,MACE-OMat-D3,P1
C48H28N12O17Zn4-0_13-MACE-OMat-D3,C48H28N12O17Zn4-0_13-MACE-OMat-D3,-0.254234,-748.495,MACE-OMat-D3,P1
C48H27N9O13Zn4-2_14-MACE-OMat-D3,C48H27N9O13Zn4-2_14-MACE-OMat-D3,-0.222501,-695.186,MACE-OMat-D3,P1
C48H24N8O17Zn4-0_5-MACE-OMat-D3,C48H24N8O17Zn4-0_5-MACE-OMat-D3,-0.267829,-701.481,MACE-OMat-D3,P1
C48H24N8O13S8Zn4-3_7-MACE-OMat-D3,C48H24N8O13S8Zn4-3_7-MACE-OMat-D3,-0.138682,-702.229,MACE-OMat-D3,P1
C48H18N6O13S6Zn4-3_13-MACE-OMat-D3,C48H18N6O13S6Zn4-3_13-MACE-OMat-D3,-0.174608,-659.846,MACE-OMat-D3,P1
C48H16N16O17Zn4-2-MACE-OMat-D3,C48H16N16O17Zn4-2-MACE-OMat-D3,-0.184693,-733.891,MACE-OMat-D3,P1
C46H30N8O15Zn4-0_6-MACE-OMat-D3,C46H30N8O15Zn4-0_6-MACE-OMat-D3,-0.249906,-691.347,MACE-OMat-D3,P1
C45H33N6O13Zn4-2_10-MACE-OMat-D3,C45H33N6O13Zn4-2_10-MACE-OMat-D3,-0.217919,-661.568,MACE-OMat-D3,P1
C44H40N24O13Zn4-1_7-MACE-OMat-D3,C44H40N24O13Zn4-1_7-MACE-OMat-D3,-0.272571,-837.344,MACE-OMat-D3,P1
C44H40N24O13Zn4-0_12-MACE-OMat-D3,C44H40N24O13Zn4-0_12-MACE-OMat-D3,-0.29575,-840.241,MACE-OMat-D3,P1
C44H36N16O13Zn4-2_1-MACE-OMat-D3,C44H36N16O13Zn4-2_1-MACE-OMat-D3,-0.274009,-754.504,MACE-OMat-D3,P1
C44H36N16O13Zn4-1_15-MACE-OMat-D3,C44H36N16O13Zn4-1_15-MACE-OMat-D3,-0.279793,-755.157,MACE-OMat-D3,P1
C44H36N16O13Zn4-0_15-MACE-OMat-D3,C44H36N16O13Zn4-0_15-MACE-OMat-D3,-0.285835,-755.84,MACE-OMat-D3,P1
C44H32N8O17Zn4-2_9-MACE-OMat-D3,C44H32N8O17Zn4-2_9-MACE-OMat-D3,-0.29849,-694.943,MACE-OMat-D3,P1
C44H32N8O13Zn4-3_5-MACE-OMat-D3,C44H32N8O13Zn4-3_5-MACE-OMat-D3,-0.242205,-668.271,MACE-OMat-D3,P1
C44H32N4O21Zn4-2_17-MACE-OMat-D3,C44H32N4O21Zn4-2_17-MACE-OMat-D3,-0.383916,-690.327,MACE-OMat-D3,P1
C44H32N32O13Zn4-2_2-MACE-OMat-D3,C44H32N32O13Zn4-2_2-MACE-OMat-D3,-0.173251,-865.736,MACE-OMat-D3,P1
C44H32N32O13Zn4-2_15-MACE-OMat-D3,C44H32N32O13Zn4-2_15-MACE-OMat-D3,-0.180355,-866.624,MACE-OMat-D3,P1
C44H28N16O21Zn4-3-MACE-OMat-D3,C44H28N16O21Zn4-3-MACE-OMat-D3,-0.332653,-774.766,MACE-OMat-D3,P1
C42H30N6O13S6Zn4-3_8-MACE-OMat-D3,C42H30N6O13S6Zn4-3_8-MACE-OMat-D3,-0.215378,-648.768,MACE-OMat-D3,P1
C42H30N12O10Zn4-2_5-MACE-OMat-D3,C42H30N12O10Zn4-2_5-MACE-OMat-D3,-0.183513,-655.45,MACE-OMat-D3,P1
C42H24N6O13Zn4-1_1-MACE-OMat-D3,C42H24N6O13Zn4-1_1-MACE-OMat-D3,-0.257572,-605.704,MACE-OMat-D3,P1
C40H44N20O13Zn4-0_4-MACE-OMat-D3,C40H44N20O13Zn4-0_4-MACE-OMat-D3,-0.296706,-781.992,MACE-OMat-D3,P1
C40H32N8O21Zn4-0_14-MACE-OMat-D3,C40H32N8O21Zn4-0_14-MACE-OMat-D3,-0.418916,-690.601,MACE-OMat-D3,P1
C40H16N24O25Zn4-2_3-MACE-OMat-D3,C40H16N24O25Zn4-2_3-MACE-OMat-D3,-0.154892,-764.905,MACE-OMat-D3,P1
C40H16N8O9S4Zn4-3_3-MACE-OMat-D3,C40H16N8O9S4Zn4-3_3-MACE-OMat-D3,0.0131445,-550.788,MACE-OMat-D3,P1
C38H28N4O13Zn4-3_3-MACE-OMat-D3,C38H28N4O13Zn4-3_3-MACE-OMat-D3,-0.329279,-570.935,MACE-OMat-D3,P1
C34H22N8O15Zn4-2_4-MACE-OMat-D3,C34H22N8O15Zn4-2_4-MACE-OMat-D3,-0.337737,-557.353,MACE-OMat-D3,P1
C34H22N4O11Zn4-0_9-MACE-OMat-D3,C34H22N4O11Zn4-0_9-MACE-OMat-D3,-0.225724,-493.079,MACE-OMat-D3,P1
C24H24O16Zn4-2_6-MACE-OMat-D3,C24H24O16Zn4-2_6-MACE-OMat-D3,-0.544822,-419.101,MACE-OMat-D3,P1
C18H12O19Zn4-0_27-MACE-OMat-D3,C18H12O19Zn4-0_27-MACE-OMat-D3,-0.746351,-342.361,MACE-OMat-D3,P1
C20H12O15Zn4-0_11.0-r2SCAN-D4,C20H12O15Zn4-0_11.0-r2SCAN-D4,-0.539419,-392.712,r2SCAN-D4,P1
C24H15O13Zn4-1_12-r2SCAN-D4,C24H15O13Zn4-1_12-r2SCAN-D4,-0.347028,-423.432,r2SCAN-D4,P1
C48H42N12O13Zn4-2_2-MACE-OMat-D3,C48H42N12O13Zn4-2_2-MACE-OMat-D3,-0.281764,-779.933,MACE-OMat-D3,P1
C48H24N6O13Zn4-1_3-MACE-OMat-D3,C48H24N6O13Zn4-1_3-MACE-OMat-D3,-0.203056,-657.239,MACE-OMat-D3,P1
C48H24N28O17Zn4-3_2-MACE-OMat-D3,C48H24N28O17Zn4-3_2-MACE-OMat-D3,-0.192283,-864.588,MACE-OMat-D3,P1
C48H24N20O13Zn4-3_1-MACE-OMat-D3,C48H24N20O13Zn4-3_1-MACE-OMat-D3,-0.112966,-767.086,MACE-OMat-D3,P1
C48H24N16O13S8Zn4-1_9-MACE-OMat-D3,C48H24N16O13S8Zn4-1_9-MACE-OMat-D3,-0.180168,-774.783,MACE-OMat-D3,P1
C36H30N9O13Zn4-2_5-MACE-OMat-D3,C36H30N9O13Zn4-2_5-MACE-OMat-D3,-0.317213,-601.292,MACE-OMat-D3,P1
C36H30N9O13Zn4-0_5-MACE-OMat-D3,C36H30N9O13Zn4-0_5-MACE-OMat-D3,-0.325974,-602.098,MACE-OMat-D3,P1
C36H28N8O5Zn4-3-MACE-OMat-D3,C36H28N8O5Zn4-3-MACE-OMat-D3,0.0126392,-516.668,MACE-OMat-D3,P1
C36H24N6O13Zn4-1_9-MACE-OMat-D3,C36H24N6O13Zn4-1_9-MACE-OMat-D3,-0.310663,-553.397,MACE-OMat-D3,P1
C36H20N8O21Zn4-0_14-MACE-OMat-D3,C36H20N8O21Zn4-0_14-MACE-OMat-D3,-0.335526,-600.773,MACE-OMat-D3,P1
C36H18N6O13S6Zn4-3_6-MACE-OMat-D3,C36H18N6O13S6Zn4-3_6-MACE-OMat-D3,-0.220103,-551.191,MACE-OMat-D3,P1
C36H42N9O16Zn4-0-bnn-r2SCAN-D4,C36H42N9O16Zn4-0-bnn-r2SCAN-D4,-0.303549,-749.843,r2SCAN-D4,P1
C33H18O13Zn4-3_8-r2SCAN-D4,C33H18O13Zn4-3_8-r2SCAN-D4,-0.330215,-526.977,r2SCAN-D4,P1
C28H26N10O5Zn4-3-r2SCAN-D4,C28H26N10O5Zn4-3-r2SCAN-D4,0.0506342,-523.34,r2SCAN-D4,P1
C27H24N6O10Zn4-0-r2SCAN-D4,C27H24N6O10Zn4-0-r2SCAN-D4,-0.240943,-519.713,r2SCAN-D4,P1
C24H24O17Zn4-1_16-r2SCAN-D4,C24H24O17Zn4-1_16-r2SCAN-D4,-0.535659,-495.355,r2SCAN-D4,P1
C21H18O13Zn4-3_12-r2SCAN-D4,C21H18O13Zn4-3_12-r2SCAN-D4,-0.539807,-414.548,r2SCAN-D4,P1
C48H24N12O19Zn4-1_18-MACE-OMat-D3,C48H24N12O19Zn4-1_18-MACE-OMat-D3,-0.275389,-747.171,MACE-OMat-D3,P1
C44H24N8O17Zn4-3_5-MACE-OMat-D3,C44H24N8O17Zn4-3_5-MACE-OMat-D3,-0.293342,-666.106,MACE-OMat-D3,P1
C44H24N8O17Zn4-2_3-MACE-OMat-D3,C44H24N8O17Zn4-2_3-MACE-OMat-D3,-0.271544,-663.991,MACE-OMat-D3,P1
C44H24N8O17Zn4-0_1-MACE-OMat-D3,C44H24N8O17Zn4-0_1-MACE-OMat-D3,-0.261185,-662.986,MACE-OMat-D3,P1
Al1C15H15N2O4-6-r2SCAN-D4,Al1C15H15N2O4-6-r2SCAN-D4,-0.0954916,-254.055,r2SCAN-D4,P1
C44H20N8O13Zn4-3_4-r2SCAN-D4,Zn4H20C44N8O13,-0.162457,-709.292,r2SCAN-D4,P1
C44H24N8O13S4Zn4-0_13-r2SCAN-D4,Zn4H24C44S4N8O13,-0.0707355,-748.045,r2SCAN-D4,P1
C44H20N8O13Zn4-1_14-r2SCAN-D4,Zn4H20C44N8O13,-0.161936,-709.245,r2SCAN-D4,P1
C42H24N6O13Zn4-2_9-r2SCAN-D4,Zn4H24C42N6O13,-0.261171,-693.569,r2SCAN-D4,P1
C38H28N4O13Zn4-0_12-r2SCAN-D4,Zn4H28C38N4O13,-0.308897,-652.656,r2SCAN-D4,P1
C40H24N12O21Zn4-0_10-r2SCAN-D4,Zn4H24C40(N4O7)3,-0.269315,-778.966,r2SCAN-D4,P1
C40H20N12O13Zn4-0_19-r2SCAN-D4,Zn4H20C40N12O13,-0.156612,-705.308,r2SCAN-D4,P1
C36H24N12O13Zn4-0_11-r2SCAN-D4,Zn4H24C36N12O13,-0.283354,-690.347,r2SCAN-D4,P1
C22H12O9Zn4-3-r2SCAN-D4,Zn4H12C22O9,-0.160255,-357.842,r2SCAN-D4,P1
C40H20N8O13Zn4-0_10-r2SCAN-D4,Zn4H20C40N8O13,-0.186269,-670.598,r2SCAN-D4,P1
C40H12N8O13Zn4-0_1-r2SCAN-D4,Zn4H12C40N8O13,-0.132566,-637.317,r2SCAN-D4,P1
C36H18N6O13Zn4-3_18-r2SCAN-D4,Zn4H18C36N6O13,-0.281206,-611.133,r2SCAN-D4,P1
C32H24N8O13Zn4-1_7-r2SCAN-D4,Zn4H24C32N8O13,-0.374545,-618.794,r2SCAN-D4,P1
C48H24N6O10S6Zn4-0_10-r2SCAN-D4,Zn2H12C24S3N3O5,0.0254258,-759.257,r2SCAN-D4,P1
C48H27N9O13Zn4-0_10-r2SCAN-D4,Zn4H27C48N9O13,-0.168916,-785.311,r2SCAN-D4,P1
C48H18N12O19Zn4-1_15-r2SCAN-D4,Zn4H18C48N12O19,-0.200264,-819.744,r2SCAN-D4,P1
C36H18N6O25Zn4-0_2-r2SCAN-D4,Zn4H18C36N6O25,-0.453828,-699.723,r2SCAN-D4,P1
C36H18N6O25Zn4-3_10-r2SCAN-D4,Zn4H18C36N6O25,-0.439939,-698.487,r2SCAN-D4,P1
C30H24N18O13Zn4-3_13-r2SCAN-D4,Zn4H24C30N18O13,-0.226818,-680.12,r2SCAN-D4,P1
C60H16N16O13Zn4-3_7-r2SCAN-D4,Zn4H16C60N16O13,-0.0102576,-915.605,r2SCAN-D4,P1
C60H16N16O13Zn4-3_2-r2SCAN-D4,Zn4H16C60N16O13,-0.012525,-915.852,r2SCAN-D4,P1
C56H40N8O13Zn4-1_2-r2SCAN-D4,Zn4H40C56N8O13,-0.233124,-912.384,r2SCAN-D4,P1
C56H32N8O17S4Zn4-1_1-r2SCAN-D4,Zn4H32C56S4N8O17,-0.111586,-925.83,r2SCAN-D4,P1
C56H32N4O17Zn4-1_8-r2SCAN-D4,Zn4H32C56N4O17,-0.226534,-868.798,r2SCAN-D4,P1
C56H24N8O13S8Zn4-2_8-r2SCAN-D4,Zn4H24C56S8N8O13,0.00614635,-893.217,r2SCAN-D4,P1
C56H24N12O21Zn4-0_1-r2SCAN-D4,Zn4H24C56(N4O7)3,-0.13711,-928.079,r2SCAN-D4,P1
C54H36N12O13Zn4-2_5-r2SCAN-D4,Zn4H36C54N12O13,-0.184678,-908.895,r2SCAN-D4,P1
C54H18N12O19Zn4-2_4-r2SCAN-D4,Zn4H18C54N12O19,-0.113505,-871.765,r2SCAN-D4,P1
C52H32N8O13Zn4-1_2-r2SCAN-D4,Zn4H32C52N8O13,-0.0874845,-825.988,r2SCAN-D4,P1
C44H36N16O13Zn4-0_5-r2SCAN-D4,Zn4H36C44N16O13,-0.226378,-848.933,r2SCAN-D4,P1
C44H28N16O13Zn4-3-r2SCAN-D4,Zn4H28C44N16O13,-0.192073,-815.865,r2SCAN-D4,P1
C44H32N32O13Zn4-1_7-r2SCAN-D4,Zn4H32C44N32O13,-0.0910684,-967.326,r2SCAN-D4,P1
C40H32N8O21Zn4-2_11-r2SCAN-D4,Zn4H32C40N8O21,-0.36843,-781.501,r2SCAN-D4,P1
C52H24N16O13Zn4-1_3-r2SCAN-D4,Zn4H24C52N16O13,-0.0872853,-871.52,r2SCAN-D4,P1
C51H42N6O19Zn4-1-r2SCAN-D4,Zn4H42C51N6O19,-0.26221,-889.618,r2SCAN-D4,P1
C48H42N12O13Zn4-1_18-r2SCAN-D4,Zn4H42C48N12O13,-0.2415,-876.297,r2SCAN-D4,P1
C48H36N6O13Zn4-3_9-r2SCAN-D4,Zn4H36C48N6O13,-0.241495,-797.75,r2SCAN-D4,P1
C48H32N8O13Zn4-2_8-r2SCAN-D4,Zn4H32C48N8O13,-0.233505,-800.902,r2SCAN-D4,P1
C48H32N8O17Zn4-0_8-r2SCAN-D4,Zn4H32C48N8O17,-0.271691,-829.283,r2SCAN-D4,P1
C48H32N8O13Zn4-1_1-r2SCAN-D4,Zn4H32C48N8O13,-0.225349,-800.046,r2SCAN-D4,P1
C54H42N6O13Zn4-1_15-r2SCAN-D4,Zn4H42C54N6O13,-0.213355,-878.143,r2SCAN-D4,P1
C44H40N20O17Zn4-2_14-r2SCAN-D4,Zn4H40C44N20O17,-0.281519,-932.259,r2SCAN-D4,P1
