0214_Al_Me_s    2theta
BANK 1 5000 5000    CONST 2.0001    0.011229 0 0 FXYE
30.118644    288.000    0
30.129873    300.000    0
30.141103    288.000    0
30.152332    355.000    0
30.163562    308.000    0
30.174791    291.000    0
30.186021    306.000    0
30.19725    316.000    0
30.208479    314.000    0
30.219709    336.000    0
30.230938    336.000    0
30.242168    307.000    0
30.253397    346.000    0
30.264627    347.000    0
30.275856    385.000    0
30.287086    377.000    0
30.298315    417.000    0
30.309544    416.000    0
30.320774    454.000    0
30.332003    494.000    0
30.343233    511.000    0
30.354462    503.000    0
30.365692    528.000    0
30.376921    549.000    0
30.388151    531.000    0
30.39938    494.000    0
30.41061    503.000    0
30.421839    528.000    0
30.433068    474.000    0
30.444298    490.000    0
30.455527    448.000    0
30.466757    416.000    0
30.477986    413.000    0
30.489216    420.000    0
30.500445    348.000    0
30.511675    362.000    0
30.522904    366.000    0
30.534133    360.000    0
30.545363    326.000    0
30.556592    362.000    0
30.567822    350.000    0
30.579051    335.000    0
30.590281    319.000    0
30.60151    326.000    0
30.61274    333.000    0
30.623969    305.000    0
30.635199    293.000    0
30.646428    324.000    0
30.657657    341.000    0
30.668887    361.000    0
30.680116    358.000    0
30.691346    341.000    0
30.702575    381.000    0
30.713805    352.000    0
30.725034    360.000    0
30.736264    392.000    0
30.747493    387.000    0
30.758722    379.000    0
30.769952    360.000    0
30.781181    360.000    0
30.792411    368.000    0
30.80364    395.000    0
30.81487    389.000    0
30.826099    358.000    0
30.837329    364.000    0
30.848558    313.000    0
30.859788    327.000    0
30.871017    354.000    0
30.882246    321.000    0
30.893476    339.000    0
30.904705    316.000    0
30.915935    301.000    0
30.927164    332.000    0
30.938394    324.000    0
30.949623    286.000    0
30.960853    317.000    0
30.972082    322.000    0
30.983312    342.000    0
30.994541    309.000    0
31.00577    309.000    0
31.017    299.000    0
31.028229    308.000    0
31.039459    285.000    0
31.050688    312.000    0
31.061918    275.000    0
31.073147    270.000    0
31.084377    282.000    0
31.095606    296.000    0
31.106835    317.000    0
31.118065    296.000    0
31.129294    317.000    0
31.140524    268.000    0
31.151753    264.000    0
31.162983    287.000    0
31.174212    284.000    0
31.185442    283.000    0
31.196671    275.000    0
31.207901    258.000    0
31.21913    281.000    0
31.230359    285.000    0
31.241589    306.000    0
31.252818    294.000    0
31.264048    256.000    0
31.275277    278.000    0
31.286507    244.000    0
31.297736    263.000    0
31.308966    258.000    0
31.320195    271.000    0
31.331424    295.000    0
31.342654    263.000    0
31.353883    266.000    0
31.365113    276.000    0
31.376342    265.000    0
31.387572    270.000    0
31.398801    270.000    0
31.410031    271.000    0
31.42126    272.000    0
31.43249    257.000    0
31.443719    302.000    0
31.454948    270.000    0
31.466178    268.000    0
31.477407    282.000    0
31.488637    240.000    0
31.499866    264.000    0
31.511096    269.000    0
31.522325    278.000    0
31.533555    277.000    0
31.544784    262.000    0
31.556013    277.000    0
31.567243    264.000    0
31.578472    275.000    0
31.589702    276.000    0
31.600931    279.000    0
31.612161    297.000    0
31.62339    269.000    0
31.63462    285.000    0
31.645849    251.000    0
31.657079    236.000    0
31.668308    274.000    0
31.679537    298.000    0
31.690767    279.000    0
31.701996    276.000    0
31.713226    273.000    0
31.724455    253.000    0
31.735685    264.000    0
31.746914    257.000    0
31.758144    268.000    0
31.769373    268.000    0
31.780602    277.000    0
31.791832    281.000    0
31.803061    282.000    0
31.814291    282.000    0
31.82552    253.000    0
31.83675    284.000    0
31.847979    248.000    0
31.859209    251.000    0
31.870438    262.000    0
31.881668    230.000    0
31.892897    266.000    0
31.904126    244.000    0
31.915356    244.000    0
31.926585    262.000    0
31.937815    277.000    0
31.949044    263.000    0
31.960274    257.000    0
31.971503    263.000    0
31.982733    252.000    0
31.993962    266.000    0
32.005191    253.000    0
32.016421    261.000    0
32.02765    261.000    0
32.03888    254.000    0
32.050109    241.000    0
32.061339    247.000    0
32.072568    273.000    0
32.083798    281.000    0
32.095027    275.000    0
32.106257    283.000    0
32.117486    239.000    0
32.128715    285.000    0
32.139945    251.000    0
32.151174    248.000    0
32.162404    243.000    0
32.173633    280.000    0
32.184863    257.000    0
32.196092    267.000    0
32.207322    274.000    0
32.218551    254.000    0
32.22978    292.000    0
32.24101    289.000    0
32.252239    289.000    0
32.263469    281.000    0
32.274698    272.000    0
32.285928    318.000    0
32.297157    263.000    0
32.308387    259.000    0
32.319616    318.000    0
32.330846    268.000    0
32.342075    312.000    0
32.353304    287.000    0
32.364534    305.000    0
32.375763    285.000    0
32.386993    270.000    0
32.398222    309.000    0
32.409452    292.000    0
32.420681    308.000    0
32.431911    294.000    0
32.44314    289.000    0
32.45437    311.000    0
32.465599    329.000    0
32.476828    269.000    0
32.488058    321.000    0
32.499287    285.000    0
32.510517    308.000    0
32.521746    288.000    0
32.532976    324.000    0
32.544205    303.000    0
32.555435    305.000    0
32.566664    307.000    0
32.577893    288.000    0
32.589123    315.000    0
32.600352    301.000    0
32.611582    324.000    0
32.622811    299.000    0
32.634041    306.000    0
32.64527    283.000    0
32.6565    314.000    0
32.667729    301.000    0
32.678959    329.000    0
32.690188    343.000    0
32.701417    328.000    0
32.712647    389.000    0
32.723876    374.000    0
32.735106    385.000    0
32.746335    401.000    0
32.757565    395.000    0
32.768794    433.000    0
32.780024    411.000    0
32.791253    499.000    0
32.802482    449.000    0
32.813712    498.000    0
32.824941    479.000    0
32.836171    538.000    0
32.8474    544.000    0
32.85863    562.000    0
32.869859    537.000    0
32.881089    595.000    0
32.892318    561.000    0
32.903548    610.000    0
32.914777    651.000    0
32.926006    632.000    0
32.937236    613.000    0
32.948465    604.000    0
32.959695    621.000    0
32.970924    591.000    0
32.982154    623.000    0
32.993383    585.000    0
33.004613    582.000    0
33.015842    579.000    0
33.027071    498.000    0
33.038301    563.000    0
33.04953    536.000    0
33.06076    494.000    0
33.071989    530.000    0
33.083219    494.000    0
33.094448    479.000    0
33.105678    471.000    0
33.116907    442.000    0
33.128137    472.000    0
33.139366    402.000    0
33.150595    402.000    0
33.161825    359.000    0
33.173054    346.000    0
33.184284    354.000    0
33.195513    343.000    0
33.206743    317.000    0
33.217972    304.000    0
33.229202    290.000    0
33.240431    296.000    0
33.25166    309.000    0
33.26289    277.000    0
33.274119    294.000    0
33.285349    271.000    0
33.296578    258.000    0
33.307808    233.000    0
33.319037    279.000    0
33.330267    250.000    0
33.341496    265.000    0
33.352726    228.000    0
33.363955    241.000    0
33.375184    251.000    0
33.386414    260.000    0
33.397643    246.000    0
33.408873    220.000    0
33.420102    240.000    0
33.431332    246.000    0
33.442561    232.000    0
33.453791    222.000    0
33.46502    222.000    0
33.476249    250.000    0
33.487479    230.000    0
33.498708    236.000    0
33.509938    272.000    0
33.521167    265.000    0
33.532397    260.000    0
33.543626    250.000    0
33.554856    232.000    0
33.566085    237.000    0
33.577315    247.000    0
33.588544    236.000    0
33.599773    245.000    0
33.611003    271.000    0
33.622232    276.000    0
33.633462    282.000    0
33.644691    243.000    0
33.655921    266.000    0
33.66715    295.000    0
33.67838    262.000    0
33.689609    267.000    0
33.700839    278.000    0
33.712068    260.000    0
33.723297    287.000    0
33.734527    267.000    0
33.745756    235.000    0
33.756986    276.000    0
33.768215    255.000    0
33.779445    244.000    0
33.790674    270.000    0
33.801904    256.000    0
33.813133    233.000    0
33.824362    258.000    0
33.835592    263.000    0
33.846821    241.000    0
33.858051    268.000    0
33.86928    253.000    0
33.88051    258.000    0
33.891739    233.000    0
33.902969    255.000    0
33.914198    230.000    0
33.925428    261.000    0
33.936657    248.000    0
33.947886    261.000    0
33.959116    228.000    0
33.970345    212.000    0
33.981575    252.000    0
33.992804    210.000    0
34.004034    203.000    0
34.015263    219.000    0
34.026493    229.000    0
34.037722    201.000    0
34.048951    210.000    0
34.060181    199.000    0
34.07141    223.000    0
34.08264    238.000    0
34.093869    197.000    0
34.105099    238.000    0
34.116328    205.000    0
34.127558    224.000    0
34.138787    198.000    0
34.150017    203.000    0
34.161246    218.000    0
34.172475    269.000    0
34.183705    220.000    0
34.194934    231.000    0
34.206164    262.000    0
34.217393    222.000    0
34.228623    226.000    0
34.239852    248.000    0
34.251082    245.000    0
34.262311    218.000    0
34.27354    192.000    0
34.28477    236.000    0
34.295999    230.000    0
34.307229    267.000    0
34.318458    232.000    0
34.329688    221.000    0
34.340917    235.000    0
34.352147    238.000    0
34.363376    213.000    0
34.374606    242.000    0
34.385835    241.000    0
34.397064    235.000    0
34.408294    229.000    0
34.419523    230.000    0
34.430753    226.000    0
34.441982    223.000    0
34.453212    227.000    0
34.464441    220.000    0
34.475671    206.000    0
34.4869    229.000    0
34.498129    234.000    0
34.509359    270.000    0
34.520588    215.000    0
34.531818    236.000    0
34.543047    228.000    0
34.554277    210.000    0
34.565506    213.000    0
34.576736    205.000    0
34.587965    226.000    0
34.599195    199.000    0
34.610424    229.000    0
34.621653    204.000    0
34.632883    211.000    0
34.644112    208.000    0
34.655342    208.000    0
34.666571    203.000    0
34.677801    214.000    0
34.68903    233.000    0
34.70026    205.000    0
34.711489    161.000    0
34.722718    227.000    0
34.733948    225.000    0
34.745177    211.000    0
34.756407    197.000    0
34.767636    231.000    0
34.778866    231.000    0
34.790095    211.000    0
34.801325    211.000    0
34.812554    231.000    0
34.823784    209.000    0
34.835013    215.000    0
34.846242    215.000    0
34.857472    232.000    0
34.868701    228.000    0
34.879931    201.000    0
34.89116    213.000    0
34.90239    193.000    0
34.913619    239.000    0
34.924849    224.000    0
34.936078    235.000    0
34.947307    223.000    0
34.958537    218.000    0
34.969766    208.000    0
34.980996    221.000    0
34.992225    217.000    0
35.003455    173.000    0
35.014684    229.000    0
35.025914    220.000    0
35.037143    234.000    0
35.048373    203.000    0
35.059602    218.000    0
35.070831    194.000    0
35.082061    208.000    0
35.09329    211.000    0
35.10452    202.000    0
35.115749    193.000    0
35.126979    228.000    0
35.138208    216.000    0
35.149438    216.000    0
35.160667    204.000    0
35.171897    233.000    0
35.183126    238.000    0
35.194355    185.000    0
35.205585    197.000    0
35.216814    213.000    0
35.228044    238.000    0
35.239273    195.000    0
35.250503    208.000    0
35.261732    198.000    0
35.272962    202.000    0
35.284191    220.000    0
35.29542    227.000    0
35.30665    235.000    0
35.317879    214.000    0
35.329109    227.000    0
35.340338    206.000    0
35.351568    195.000    0
35.362797    214.000    0
35.374027    237.000    0
35.385256    220.000    0
35.396486    176.000    0
35.407715    182.000    0
35.418944    231.000    0
35.430174    212.000    0
35.441403    193.000    0
35.452633    211.000    0
35.463862    201.000    0
35.475092    215.000    0
35.486321    208.000    0
35.497551    215.000    0
35.50878    224.000    0
35.520009    194.000    0
35.531239    231.000    0
35.542468    226.000    0
35.553698    212.000    0
35.564927    192.000    0
35.576157    181.000    0
35.587386    201.000    0
35.598616    213.000    0
35.609845    209.000    0
35.621075    252.000    0
35.632304    194.000    0
35.643533    207.000    0
35.654763    223.000    0
35.665992    219.000    0
35.677222    195.000    0
35.688451    212.000    0
35.699681    216.000    0
35.71091    214.000    0
35.72214    203.000    0
35.733369    193.000    0
35.744598    208.000    0
35.755828    188.000    0
35.767057    218.000    0
35.778287    204.000    0
35.789516    224.000    0
35.800746    196.000    0
35.811975    188.000    0
35.823205    211.000    0
35.834434    213.000    0
35.845664    203.000    0
35.856893    203.000    0
35.868122    206.000    0
35.879352    219.000    0
35.890581    227.000    0
35.901811    195.000    0
35.91304    223.000    0
35.92427    233.000    0
35.935499    184.000    0
35.946729    204.000    0
35.957958    203.000    0
35.969187    172.000    0
35.980417    194.000    0
35.991646    227.000    0
36.002876    209.000    0
36.014105    195.000    0
36.025335    210.000    0
36.036564    181.000    0
36.047794    211.000    0
36.059023    202.000    0
36.070253    204.000    0
36.081482    213.000    0
36.092711    197.000    0
36.103941    201.000    0
36.11517    200.000    0
36.1264    232.000    0
36.137629    195.000    0
36.148859    214.000    0
36.160088    193.000    0
36.171318    203.000    0
36.182547    195.000    0
36.193776    215.000    0
36.205006    207.000    0
36.216235    185.000    0
36.227465    195.000    0
36.238694    204.000    0
36.249924    219.000    0
36.261153    190.000    0
36.272383    208.000    0
36.283612    211.000    0
36.294842    225.000    0
36.306071    209.000    0
36.3173    199.000    0
36.32853    193.000    0
36.339759    195.000    0
36.350989    198.000    0
36.362218    217.000    0
36.373448    210.000    0
36.384677    206.000    0
36.395907    197.000    0
36.407136    224.000    0
36.418366    184.000    0
36.429595    208.000    0
36.440824    188.000    0
36.452054    198.000    0
36.463283    207.000    0
36.474513    176.000    0
36.485742    223.000    0
36.496972    194.000    0
36.508201    221.000    0
36.519431    197.000    0
36.53066    209.000    0
36.541889    199.000    0
36.553119    199.000    0
36.564348    193.000    0
36.575578    201.000    0
36.586807    214.000    0
36.598037    205.000    0
36.609266    200.000    0
36.620496    211.000    0
36.631725    190.000    0
36.642955    206.000    0
36.654184    202.000    0
36.665413    218.000    0
36.676643    200.000    0
36.687872    208.000    0
36.699102    211.000    0
36.710331    215.000    0
36.721561    201.000    0
36.73279    198.000    0
36.74402    210.000    0
36.755249    209.000    0
36.766478    219.000    0
36.777708    218.000    0
36.788937    204.000    0
36.800167    190.000    0
36.811396    221.000    0
36.822626    223.000    0
36.833855    227.000    0
36.845085    230.000    0
36.856314    218.000    0
36.867544    202.000    0
36.878773    220.000    0
36.890002    239.000    0
36.901232    215.000    0
36.912461    228.000    0
36.923691    237.000    0
36.93492    228.000    0
36.94615    208.000    0
36.957379    236.000    0
36.968609    236.000    0
36.979838    258.000    0
36.991067    214.000    0
37.002297    215.000    0
37.013526    235.000    0
37.024756    272.000    0
37.035985    274.000    0
37.047215    265.000    0
37.058444    307.000    0
37.069674    317.000    0
37.080903    310.000    0
37.092133    300.000    0
37.103362    353.000    0
37.114591    369.000    0
37.125821    339.000    0
37.13705    349.000    0
37.14828    357.000    0
37.159509    357.000    0
37.170739    330.000    0
37.181968    346.000    0
37.193198    302.000    0
37.204427    333.000    0
37.215656    323.000    0
37.226886    330.000    0
37.238115    285.000    0
37.249345    314.000    0
37.260574    269.000    0
37.271804    307.000    0
37.283033    268.000    0
37.294263    273.000    0
37.305492    267.000    0
37.316722    263.000    0
37.327951    263.000    0
37.33918    272.000    0
37.35041    270.000    0
37.361639    276.000    0
37.372869    273.000    0
37.384098    263.000    0
37.395328    270.000    0
37.406557    275.000    0
37.417787    275.000    0
37.429016    299.000    0
37.440245    279.000    0
37.451475    317.000    0
37.462704    300.000    0
37.473934    274.000    0
37.485163    278.000    0
37.496393    279.000    0
37.507622    301.000    0
37.518852    299.000    0
37.530081    315.000    0
37.541311    284.000    0
37.55254    239.000    0
37.563769    298.000    0
37.574999    286.000    0
37.586228    293.000    0
37.597458    307.000    0
37.608687    301.000    0
37.619917    303.000    0
37.631146    276.000    0
37.642376    257.000    0
37.653605    288.000    0
37.664834    319.000    0
37.676064    315.000    0
37.687293    307.000    0
37.698523    257.000    0
37.709752    289.000    0
37.720982    260.000    0
37.732211    292.000    0
37.743441    267.000    0
37.75467    284.000    0
37.7659    255.000    0
37.777129    252.000    0
37.788358    281.000    0
37.799588    254.000    0
37.810817    289.000    0
37.822047    262.000    0
37.833276    282.000    0
37.844506    276.000    0
37.855735    298.000    0
37.866965    240.000    0
37.878194    268.000    0
37.889424    262.000    0
37.900653    279.000    0
37.911882    264.000    0
37.923112    263.000    0
37.934341    252.000    0
37.945571    247.000    0
37.9568    277.000    0
37.96803    244.000    0
37.979259    262.000    0
37.990489    232.000    0
38.001718    278.000    0
38.012947    241.000    0
38.024177    264.000    0
38.035406    229.000    0
38.046636    296.000    0
38.057865    269.000    0
38.069095    270.000    0
38.080324    279.000    0
38.091554    257.000    0
38.102783    249.000    0
38.114013    260.000    0
38.125242    281.000    0
38.136471    255.000    0
38.147701    247.000    0
38.15893    286.000    0
38.17016    271.000    0
38.181389    288.000    0
38.192619    293.000    0
38.203848    244.000    0
38.215078    247.000    0
38.226307    286.000    0
38.237536    289.000    0
38.248766    256.000    0
38.259995    288.000    0
38.271225    256.000    0
38.282454    253.000    0
38.293684    256.000    0
38.304913    244.000    0
38.316143    249.000    0
38.327372    227.000    0
38.338602    263.000    0
38.349831    242.000    0
38.36106    228.000    0
38.37229    249.000    0
38.383519    241.000    0
38.394749    199.000    0
38.405978    235.000    0
38.417208    230.000    0
38.428437    234.000    0
38.439667    241.000    0
38.450896    216.000    0
38.462125    202.000    0
38.473355    242.000    0
38.484584    226.000    0
38.495814    207.000    0
38.507043    219.000    0
38.518273    237.000    0
38.529502    215.000    0
38.540732    252.000    0
38.551961    244.000    0
38.563191    193.000    0
38.57442    202.000    0
38.585649    218.000    0
38.596879    222.000    0
38.608108    229.000    0
38.619338    235.000    0
38.630567    231.000    0
38.641797    220.000    0
38.653026    253.000    0
38.664256    209.000    0
38.675485    246.000    0
38.686714    249.000    0
38.697944    220.000    0
38.709173    222.000    0
38.720403    237.000    0
38.731632    273.000    0
38.742862    244.000    0
38.754091    240.000    0
38.765321    284.000    0
38.77655    230.000    0
38.78778    260.000    0
38.799009    272.000    0
38.810238    261.000    0
38.821468    253.000    0
38.832697    237.000    0
38.843927    235.000    0
38.855156    272.000    0
38.866386    225.000    0
38.877615    256.000    0
38.888845    265.000    0
38.900074    340.000    0
38.911303    298.000    0
38.922533    299.000    0
38.933762    357.000    0
38.944992    350.000    0
38.956221    347.000    0
38.967451    357.000    0
38.97868    361.000    0
38.98991    416.000    0
39.001139    413.000    0
39.012369    407.000    0
39.023598    421.000    0
39.034827    397.000    0
39.046057    382.000    0
39.057286    412.000    0
39.068516    459.000    0
39.079745    432.000    0
39.090975    445.000    0
39.102204    442.000    0
39.113434    431.000    0
39.124663    457.000    0
39.135892    448.000    0
39.147122    457.000    0
39.158351    502.000    0
39.169581    490.000    0
39.18081    495.000    0
39.19204    505.000    0
39.203269    498.000    0
39.214499    515.000    0
39.225728    513.000    0
39.236958    481.000    0
39.248187    523.000    0
39.259416    544.000    0
39.270646    495.000    0
39.281875    500.000    0
39.293105    510.000    0
39.304334    513.000    0
39.315564    459.000    0
39.326793    505.000    0
39.338023    476.000    0
39.349252    501.000    0
39.360482    440.000    0
39.371711    418.000    0
39.38294    418.000    0
39.39417    429.000    0
39.405399    452.000    0
39.416629    408.000    0
39.427858    380.000    0
39.439088    340.000    0
39.450317    393.000    0
39.461547    349.000    0
39.472776    316.000    0
39.484005    323.000    0
39.495235    255.000    0
39.506464    317.000    0
39.517694    328.000    0
39.528923    282.000    0
39.540153    311.000    0
39.551382    298.000    0
39.562612    277.000    0
39.573841    292.000    0
39.585071    280.000    0
39.5963    292.000    0
39.607529    273.000    0
39.618759    280.000    0
39.629988    276.000    0
39.641218    248.000    0
39.652447    297.000    0
39.663677    263.000    0
39.674906    271.000    0
39.686136    287.000    0
39.697365    287.000    0
39.708594    262.000    0
39.719824    279.000    0
39.731053    234.000    0
39.742283    243.000    0
39.753512    274.000    0
39.764742    278.000    0
39.775971    250.000    0
39.787201    264.000    0
39.79843    264.000    0
39.80966    240.000    0
39.820889    284.000    0
39.832118    234.000    0
39.843348    252.000    0
39.854577    254.000    0
39.865807    272.000    0
39.877036    249.000    0
39.888266    267.000    0
39.899495    233.000    0
39.910725    240.000    0
39.921954    255.000    0
39.933183    258.000    0
39.944413    246.000    0
39.955642    242.000    0
39.966872    226.000    0
39.978101    251.000    0
39.989331    254.000    0
40.00056    258.000    0
40.01179    242.000    0
40.023019    242.000    0
40.034249    243.000    0
40.045478    248.000    0
40.056707    234.000    0
40.067937    228.000    0
40.079166    233.000    0
40.090396    212.000    0
40.101625    248.000    0
40.112855    239.000    0
40.124084    227.000    0
40.135314    274.000    0
40.146543    251.000    0
40.157772    257.000    0
40.169002    237.000    0
40.180231    274.000    0
40.191461    255.000    0
40.20269    268.000    0
40.21392    298.000    0
40.225149    260.000    0
40.236379    286.000    0
40.247608    280.000    0
40.258838    247.000    0
40.270067    269.000    0
40.281296    290.000    0
40.292526    297.000    0
40.303755    272.000    0
40.314985    283.000    0
40.326214    274.000    0
40.337444    299.000    0
40.348673    323.000    0
40.359903    295.000    0
40.371132    285.000    0
40.382361    305.000    0
40.393591    275.000    0
40.40482    314.000    0
40.41605    304.000    0
40.427279    338.000    0
40.438509    274.000    0
40.449738    278.000    0
40.460968    296.000    0
40.472197    289.000    0
40.483427    290.000    0
40.494656    287.000    0
40.505885    314.000    0
40.517115    288.000    0
40.528344    282.000    0
40.539574    275.000    0
40.550803    280.000    0
40.562033    279.000    0
40.573262    258.000    0
40.584492    308.000    0
40.595721    276.000    0
40.606951    290.000    0
40.61818    294.000    0
40.629409    288.000    0
40.640639    243.000    0
40.651868    288.000    0
40.663098    271.000    0
40.674327    281.000    0
40.685557    262.000    0
40.696786    240.000    0
40.708016    269.000    0
40.719245    273.000    0
40.730474    272.000    0
40.741704    241.000    0
40.752933    254.000    0
40.764163    263.000    0
40.775392    246.000    0
40.786622    265.000    0
40.797851    229.000    0
40.809081    234.000    0
40.82031    246.000    0
40.83154    212.000    0
40.842769    236.000    0
40.853998    253.000    0
40.865228    247.000    0
40.876457    240.000    0
40.887687    262.000    0
40.898916    244.000    0
40.910146    249.000    0
40.921375    209.000    0
40.932605    262.000    0
40.943834    254.000    0
40.955063    244.000    0
40.966293    236.000    0
40.977522    234.000    0
40.988752    205.000    0
40.999981    227.000    0
41.011211    234.000    0
41.02244    232.000    0
41.03367    237.000    0
41.044899    224.000    0
41.056129    234.000    0
41.067358    212.000    0
41.078587    201.000    0
41.089817    221.000    0
41.101046    216.000    0
41.112276    226.000    0
41.123505    210.000    0
41.134735    186.000    0
41.145964    218.000    0
41.157194    195.000    0
41.168423    208.000    0
41.179652    231.000    0
41.190882    218.000    0
41.202111    204.000    0
41.213341    195.000    0
41.22457    193.000    0
41.2358    186.000    0
41.247029    210.000    0
41.258259    233.000    0
41.269488    223.000    0
41.280718    202.000    0
41.291947    184.000    0
41.303176    194.000    0
41.314406    211.000    0
41.325635    213.000    0
41.336865    217.000    0
41.348094    206.000    0
41.359324    199.000    0
41.370553    207.000    0
41.381783    192.000    0
41.393012    206.000    0
41.404241    206.000    0
41.415471    230.000    0
41.4267    180.000    0
41.43793    190.000    0
41.449159    223.000    0
41.460389    210.000    0
41.471618    185.000    0
41.482848    207.000    0
41.494077    205.000    0
41.505307    202.000    0
41.516536    200.000    0
41.527765    206.000    0
41.538995    229.000    0
41.550224    178.000    0
41.561454    203.000    0
41.572683    200.000    0
41.583913    184.000    0
41.595142    183.000    0
41.606372    215.000    0
41.617601    220.000    0
41.62883    221.000    0
41.64006    224.000    0
41.651289    242.000    0
41.662519    231.000    0
41.673748    231.000    0
41.684978    249.000    0
41.696207    244.000    0
41.707437    219.000    0
41.718666    225.000    0
41.729896    215.000    0
41.741125    247.000    0
41.752354    238.000    0
41.763584    235.000    0
41.774813    217.000    0
41.786043    224.000    0
41.797272    239.000    0
41.808502    245.000    0
41.819731    231.000    0
41.830961    227.000    0
41.84219    241.000    0
41.853419    246.000    0
41.864649    227.000    0
41.875878    234.000    0
41.887108    223.000    0
41.898337    244.000    0
41.909567    204.000    0
41.920796    232.000    0
41.932026    243.000    0
41.943255    236.000    0
41.954485    236.000    0
41.965714    232.000    0
41.976943    229.000    0
41.988173    221.000    0
41.999402    230.000    0
42.010632    233.000    0
42.021861    221.000    0
42.033091    234.000    0
42.04432    243.000    0
42.05555    203.000    0
42.066779    234.000    0
42.078009    226.000    0
42.089238    235.000    0
42.100467    242.000    0
42.111697    224.000    0
42.122926    258.000    0
42.134156    231.000    0
42.145385    226.000    0
42.156615    232.000    0
42.167844    259.000    0
42.179074    268.000    0
42.190303    275.000    0
42.201532    253.000    0
42.212762    288.000    0
42.223991    305.000    0
42.235221    282.000    0
42.24645    314.000    0
42.25768    280.000    0
42.268909    295.000    0
42.280139    317.000    0
42.291368    331.000    0
42.302598    286.000    0
42.313827    348.000    0
42.325056    338.000    0
42.336286    322.000    0
42.347515    334.000    0
42.358745    342.000    0
42.369974    339.000    0
42.381204    366.000    0
42.392433    359.000    0
42.403663    328.000    0
42.414892    341.000    0
42.426121    325.000    0
42.437351    344.000    0
42.44858    316.000    0
42.45981    326.000    0
42.471039    353.000    0
42.482269    346.000    0
42.493498    333.000    0
42.504728    314.000    0
42.515957    322.000    0
42.527187    330.000    0
42.538416    326.000    0
42.549645    324.000    0
42.560875    329.000    0
42.572104    334.000    0
42.583334    325.000    0
42.594563    341.000    0
42.605793    320.000    0
42.617022    308.000    0
42.628252    290.000    0
42.639481    287.000    0
42.65071    283.000    0
42.66194    310.000    0
42.673169    275.000    0
42.684399    265.000    0
42.695628    270.000    0
42.706858    239.000    0
42.718087    250.000    0
42.729317    284.000    0
42.740546    257.000    0
42.751776    263.000    0
42.763005    278.000    0
42.774234    257.000    0
42.785464    252.000    0
42.796693    228.000    0
42.807923    257.000    0
42.819152    245.000    0
42.830382    234.000    0
42.841611    248.000    0
42.852841    267.000    0
42.86407    234.000    0
42.875299    245.000    0
42.886529    224.000    0
42.897758    256.000    0
42.908988    242.000    0
42.920217    228.000    0
42.931447    253.000    0
42.942676    266.000    0
42.953906    232.000    0
42.965135    252.000    0
42.976365    235.000    0
42.987594    210.000    0
42.998823    209.000    0
43.010053    218.000    0
43.021282    210.000    0
43.032512    226.000    0
43.043741    220.000    0
43.054971    210.000    0
43.0662    198.000    0
43.07743    242.000    0
43.088659    206.000    0
43.099888    212.000    0
43.111118    214.000    0
43.122347    214.000    0
43.133577    234.000    0
43.144806    208.000    0
43.156036    234.000    0
43.167265    209.000    0
43.178495    191.000    0
43.189724    209.000    0
43.200954    226.000    0
43.212183    227.000    0
43.223412    208.000    0
43.234642    230.000    0
43.245871    224.000    0
43.257101    206.000    0
43.26833    198.000    0
43.27956    207.000    0
43.290789    232.000    0
43.302019    202.000    0
43.313248    221.000    0
43.324478    214.000    0
43.335707    204.000    0
43.346936    228.000    0
43.358166    220.000    0
43.369395    208.000    0
43.380625    200.000    0
43.391854    224.000    0
43.403084    212.000    0
43.414313    184.000    0
43.425543    186.000    0
43.436772    209.000    0
43.448001    210.000    0
43.459231    238.000    0
43.47046    197.000    0
43.48169    198.000    0
43.492919    194.000    0
43.504149    219.000    0
43.515378    201.000    0
43.526608    196.000    0
43.537837    208.000    0
43.549067    226.000    0
43.560296    223.000    0
43.571525    206.000    0
43.582755    228.000    0
43.593984    219.000    0
43.605214    202.000    0
43.616443    205.000    0
43.627673    216.000    0
43.638902    276.000    0
43.650132    210.000    0
43.661361    208.000    0
43.67259    205.000    0
43.68382    251.000    0
43.695049    218.000    0
43.706279    203.000    0
43.717508    205.000    0
43.728738    212.000    0
43.739967    197.000    0
43.751197    218.000    0
43.762426    208.000    0
43.773656    231.000    0
43.784885    198.000    0
43.796114    206.000    0
43.807344    200.000    0
43.818573    218.000    0
43.829803    188.000    0
43.841032    214.000    0
43.852262    207.000    0
43.863491    196.000    0
43.874721    226.000    0
43.88595    230.000    0
43.897179    217.000    0
43.908409    205.000    0
43.919638    186.000    0
43.930868    197.000    0
43.942097    203.000    0
43.953327    223.000    0
43.964556    191.000    0
43.975786    192.000    0
43.987015    221.000    0
43.998245    215.000    0
44.009474    207.000    0
44.020703    203.000    0
44.031933    202.000    0
44.043162    173.000    0
44.054392    203.000    0
44.065621    193.000    0
44.076851    206.000    0
44.08808    203.000    0
44.09931    220.000    0
44.110539    195.000    0
44.121768    187.000    0
44.132998    211.000    0
44.144227    201.000    0
44.155457    198.000    0
44.166686    213.000    0
44.177916    194.000    0
44.189145    196.000    0
44.200375    179.000    0
44.211604    206.000    0
44.222834    188.000    0
44.234063    191.000    0
44.245292    207.000    0
44.256522    179.000    0
44.267751    193.000    0
44.278981    215.000    0
44.29021    183.000    0
44.30144    195.000    0
44.312669    182.000    0
44.323899    195.000    0
44.335128    184.000    0
44.346357    206.000    0
